epoch,lr,time,loss
236,0.001,17:20:06,1.1777012714972863
237,0.001,17:20:08,1.1820168311779315
238,0.001,17:20:11,1.1606332247073834
239,0.001,17:20:14,1.1559081077575684
240,0.001,17:20:16,1.1465406234447773
241,0.001,17:20:19,1.143688907990089
242,0.001,17:20:21,1.1322023410063524
243,0.001,17:20:24,1.14918380517226
244,0.001,17:20:27,1.141192683806786
245,0.001,17:20:29,1.2051078081130981
246,0.001,17:20:32,1.1712692792599018
247,0.001,17:20:34,1.1383126974105835
248,0.001,17:20:37,1.1323528839991643
249,0.001,17:20:40,1.1456047204824595
250,0.001,17:20:42,1.1423926536853497
251,0.001,17:20:45,1.1166006234975963
252,0.001,17:20:48,1.1261201546742365
253,0.001,17:20:50,1.1404317158919115
254,0.001,17:20:53,1.1282340013063872
255,0.001,17:20:56,1.124654540648827
256,0.001,17:20:58,1.1833321314591627
257,0.001,17:21:01,1.1793428567739634
258,0.001,17:21:04,1.1279678344726562
259,0.001,17:21:06,1.1008690320528471
260,0.001,17:21:09,1.088668098816505
261,0.001,17:21:12,1.0916436268733098
262,0.001,17:21:14,1.1500298976898193
263,0.001,17:21:17,1.1506694555282593
264,0.001,17:21:20,1.127065814458407
265,0.001,17:21:22,1.0960252285003662
266,0.001,17:21:25,1.0852114512370183
267,0.001,17:21:28,1.0779459751569307
268,0.001,17:21:31,1.0701930706317608
269,0.001,17:21:33,1.0714255296266997
270,0.001,17:21:36,1.0698183133051946
271,0.001,17:21:39,1.0729780655640822
272,0.001,17:21:41,1.083069003545321
273,0.001,17:21:44,1.0676982677899873
274,0.001,17:21:46,1.0696972333467925
275,0.001,17:21:49,1.0610624781021705
276,0.001,17:21:52,1.0572294088510366
277,0.001,17:21:54,1.065040845137376
278,0.001,17:21:57,1.0530435121976411
279,0.001,17:22:00,1.0511666811429536
280,0.001,17:22:03,1.0502871595896208
281,0.001,17:22:05,1.042717117529649
282,0.001,17:22:08,1.0348544304187481
283,0.001,17:22:11,1.0397698970941396
284,0.001,17:22:13,1.0551157547877386
285,0.001,17:22:16,1.0371539134245653
286,0.001,17:22:19,1.0424931049346924
287,0.001,17:22:21,1.042410176533919
288,0.001,17:22:24,1.0403249905659602
289,0.001,17:22:27,1.0364096531501183
290,0.001,17:22:30,1.0296120368517363
291,0.001,17:22:32,1.199657073387733
292,0.001,17:22:35,1.1151683605634248
293,0.001,17:22:38,1.065115763590886
294,0.001,17:22:40,1.032515865105849
295,0.001,17:22:43,1.0776560306549072
296,0.001,17:22:46,1.0614894536825328
297,0.001,17:22:48,1.0238964236699617
298,0.001,17:22:51,1.0118907598348765
299,0.001,17:22:53,1.024938546694242
300,0.0001,17:22:56,1.001324658210461
301,0.0001,17:22:59,0.9956179077808673
302,0.0001,17:23:01,0.9865391896321223
303,0.0001,17:23:04,0.9933887765957758
304,0.0001,17:23:06,0.9868611234884995
305,0.0001,17:23:09,0.9864117732414832
306,0.0001,17:23:12,0.9835882370288556
307,0.0001,17:23:14,0.9858491191497216
308,0.0001,17:23:17,0.9821189045906067
309,0.0001,17:23:20,0.9852193456429702
310,0.0001,17:23:22,0.9826596425129817
311,0.0001,17:23:25,0.9794899087685806
312,0.0001,17:23:28,0.983855834374061
313,0.0001,17:23:30,0.9823443706219013
314,0.0001,17:23:33,0.9809568111713116
315,0.0001,17:23:35,0.9809227127295274
316,0.0001,17:23:38,0.9810587076040415
317,0.0001,17:23:41,0.9842878167445843
318,0.0001,17:23:43,0.9835778245559106
319,0.0001,17:23:46,0.9774531309421246
320,0.0001,17:23:48,0.9759483612500705
321,0.0001,17:23:51,0.9816039984042828
322,0.0001,17:23:54,0.9809207366063044
323,0.0001,17:23:56,0.9808483719825745
324,0.0001,17:23:59,0.9787428333209112
325,0.0001,17:24:02,0.9834222931128281
326,0.0001,17:24:04,0.9775937428841224
327,0.0001,17:24:07,0.9764693012604346
328,0.0001,17:24:10,0.976272491308359
329,0.0001,17:24:13,0.979920180944296
330,0.0001,17:24:15,0.9735436760462247
331,0.0001,17:24:18,0.9765931138625512
332,0.0001,17:24:21,0.975237080684075
333,0.0001,17:24:24,0.977849121277149
334,0.0001,17:24:26,0.9729342689880958
335,0.0001,17:24:29,0.9764719009399414
336,0.0001,17:24:32,0.9769837397795457
337,0.0001,17:24:35,0.9769849868921133
338,0.0001,17:24:37,0.978314798611861
339,0.0001,17:24:40,0.974090942969689
340,0.0001,17:24:43,0.9758479044987605
341,0.0001,17:24:45,0.9708547913111173
342,0.0001,17:24:48,0.9733255413862375
343,0.0001,17:24:51,0.9735981409366314
344,0.0001,17:24:53,0.973323615697714
345,0.0001,17:24:56,0.9766759368089529
346,0.0001,17:24:59,0.974113248861753
347,0.0001,17:25:01,0.9732671334193304
348,0.0001,17:25:04,0.9711673030486474
349,0.0001,17:25:06,0.9743843124463007
350,1e-05,17:25:09,0.9716893296975356
351,1e-05,17:25:12,0.9720926376489493
352,1e-05,17:25:14,0.9646188204105084
353,1e-05,17:25:17,0.9697866256420429
354,1e-05,17:25:19,0.9680223785913907
355,1e-05,17:25:22,0.969667503466973
356,1e-05,17:25:25,0.9692733333661006
357,1e-05,17:25:27,0.9691134003492502
358,1e-05,17:25:30,0.9681284702741183
359,1e-05,17:25:33,0.9677933637912457
360,1e-05,17:25:35,0.9758752446908218
361,1e-05,17:25:38,0.9672971367835999
362,1e-05,17:25:40,0.9685265696965731
363,1e-05,17:25:43,0.9686050323339609
364,1e-05,17:25:46,0.9700923149402325
365,1e-05,17:25:48,0.965506021793072
366,1e-05,17:25:51,0.9720320334801307
367,1e-05,17:25:54,0.9691874980926514
368,1e-05,17:25:56,0.9716709164472727
369,1e-05,17:25:59,0.971713166970473
