LineId,Month,Day,Time,User,Compoent,Content,EventId,EventTemplate,ParameterList
1006,Jun,2,15:20:42,localhost,NetworkManager[570], <info>  Activation (eno16777984) Stage 2 of 5 (Device Configure) scheduled...,E71,<info> Activation (eno16777984) Stage <*> of 5 <*> <*> <*>,"[' <info>', '2', '(Device', 'Configure) scheduled...']"
1007,Jun,2,15:20:42,localhost,NetworkManager[570], <info>  Activation (eno16777984) Stage 1 of 5 (Device Prepare) complete.,E71,<info> Activation (eno16777984) Stage <*> of 5 <*> <*> <*>,"[' <info>', '1', '(Device', 'Prepare) complete.']"
1008,Jun,2,15:20:42,localhost,NetworkManager[570], <info>  Activation (eno16777984) Stage 2 of 5 (Device Configure) starting...,E71,<info> Activation (eno16777984) Stage <*> of 5 <*> <*> <*>,"[' <info>', '2', '(Device', 'Configure) starting...']"
1009,Jun,2,15:20:42,localhost,NetworkManager[570], <info>  (eno16777984): device state change: prepare -> config (reason 'none') [40 50 0],E60,<info> (eno16777984): device state change: <*> -> <*> (reason <*> <*> <*> <*>,"[' <info>', 'prepare', '-> config', ""'none')"", '[40 50 0]']"
1010,Jun,2,15:20:42,localhost,NetworkManager[570], <info>  Activation (eno16777984) Stage 2 of 5 (Device Configure) successful.,E71,<info> Activation (eno16777984) Stage <*> of 5 <*> <*> <*>,"[' <info>', '2', '(Device', 'Configure) successful.']"
1011,Jun,2,15:20:42,localhost,NetworkManager[570], <info>  Activation (eno16777984) Stage 2 of 5 (Device Configure) complete.,E71,<info> Activation (eno16777984) Stage <*> of 5 <*> <*> <*>,"[' <info>', '2', '(Device', 'Configure) complete.']"
1012,Jun,2,15:20:42,localhost,NetworkManager[570], <info>  Activation (eno16777984) Stage 3 of 5 (IP Configure Start) scheduled.,E73,<info> Activation (eno16777984) Stage <*> of 5 <*> Configure <*> <*>,"[' <info>', '3', '(IP', 'Start) scheduled.']"
1013,Jun,2,15:20:42,localhost,NetworkManager[570], <info>  Activation (eno16777984) Stage 3 of 5 (IP Configure Start) started...,E73,<info> Activation (eno16777984) Stage <*> of 5 <*> Configure <*> <*>,"[' <info>', '3', '(IP', 'Start) started...']"
1014,Jun,2,15:20:42,localhost,NetworkManager[570], <info>  (eno16777984): device state change: config -> ip-config (reason 'none') [50 70 0],E60,<info> (eno16777984): device state change: <*> -> <*> (reason <*> <*> <*> <*>,"[' <info>', 'config', '-> ip-config', ""'none')"", '[50 70 0]']"
1015,Jun,2,15:20:42,localhost,NetworkManager[570], <info>  Activation (eno16777984) Beginning DHCPv4 transaction (timeout in 45 seconds),E74,<info> Activation (eno16777984) Beginning DHCPv4 transaction (timeout in 45 seconds),[' <info>']
1016,Jun,2,15:20:42,localhost,NetworkManager[570], <info>  dhclient started with pid 8225,E75,<info> dhclient started with pid <*>,"[' <info>', '8225']"
1017,Jun,2,15:20:42,localhost,NetworkManager[570], <info>  Activation (eno16777984) Stage 3 of 5 (IP Configure Start) complete.,E73,<info> Activation (eno16777984) Stage <*> of 5 <*> Configure <*> <*>,"[' <info>', '3', '(IP', 'Start) complete.']"
1018,Jun,2,15:20:42,localhost,NetworkManager[570], <info>  (eno16777984): DHCPv4 state changed nbi -> preinit,E17,<info> (eno16777984): DHCPv4 state changed <*> -> <*>,"[' <info>', 'nbi', '-> preinit']"
1019,Jun,2,15:20:42,localhost,dhclient[8225], DHCPREQUEST on eno16777984 to 255.255.255.255 port 67 (xid=0x55bd7c3c),E15,DHCPREQUEST on eno16777984 to <*> port 67 <*>,[]
1020,Jun,2,15:20:42,localhost,dhclient[8225], DHCPACK from 192.168.124.254 (xid=0x55bd7c3c),E16,DHCPACK from <*> <*>,[]
1021,Jun,2,15:20:42,localhost,NetworkManager[570], <info>  (eno16777984): DHCPv4 state changed preinit -> reboot,E17,<info> (eno16777984): DHCPv4 state changed <*> -> <*>,"[' <info>', 'preinit', '-> reboot']"
1022,Jun,2,15:20:42,localhost,NetworkManager[570], <info>    address 192.168.124.130,E18,<info> address <*>,"[' <info>', '192.168.124.130']"
1023,Jun,2,15:20:42,localhost,NetworkManager[570], <info>    plen 24 (255.255.255.0),E19,<info> plen 24 (<*>),"[' <info>', '255.255.255.0']"
1024,Jun,2,15:20:42,localhost,NetworkManager[570], <info>    gateway 192.168.124.2,E20,<info> gateway <*>,"[' <info>', '192.168.124.2']"
1025,Jun,2,15:20:42,localhost,NetworkManager[570], <info>    server identifier 192.168.124.254,E21,<info> server identifier <*>,"[' <info>', '192.168.124.254']"
1026,Jun,2,15:20:42,localhost,NetworkManager[570], <info>    lease time 1800,E22,<info> lease time 1800,[' <info>']
1027,Jun,2,15:20:42,localhost,NetworkManager[570], <info>    nameserver '192.168.124.2',E23,<info> nameserver '<*>',"[' <info>', '192.168.124.2']"
1028,Jun,2,15:20:42,localhost,NetworkManager[570], <info>    domain name 'localdomain',E24,<info> domain name 'localdomain',[' <info>']
1029,Jun,2,15:20:42,localhost,NetworkManager[570], <info>  Activation (eno16777984) Stage 5 of 5 (IPv4 Configure Commit) scheduled...,E73,<info> Activation (eno16777984) Stage <*> of 5 <*> Configure <*> <*>,"[' <info>', '5', '(IPv4', 'Commit) scheduled...']"
1030,Jun,2,15:20:42,localhost,NetworkManager[570], <info>  Activation (eno16777984) Stage 5 of 5 (IPv4 Commit) started...,E71,<info> Activation (eno16777984) Stage <*> of 5 <*> <*> <*>,"[' <info>', '5', '(IPv4', 'Commit) started...']"
1031,Jun,2,15:20:42,localhost,avahi-daemon[576], Joining mDNS multicast group on interface eno16777984.IPv4 with address 192.168.124.130.,E66,<*> mDNS multicast group on interface eno16777984.IPv4 with address <*>.,"[' Joining', '192.168.124.130']"
1032,Jun,2,15:20:42,localhost,avahi-daemon[576], New relevant interface eno16777984.IPv4 for mDNS.,E78,New relevant interface eno16777984.IPv4 for mDNS.,[]
1033,Jun,2,15:20:42,localhost,avahi-daemon[576], Registering new address record for 192.168.124.130 on eno16777984.IPv4.,E79,Registering new address record for <*> on <*>,[]
1034,Jun,2,15:20:42,localhost,NetworkManager[570], <info>  (eno16777984): device state change: ip-config -> ip-check (reason 'none') [70 80 0],E60,<info> (eno16777984): device state change: <*> -> <*> (reason <*> <*> <*> <*>,"[' <info>', 'ip-config', '-> ip-check', ""'none')"", '[70 80 0]']"
1035,Jun,2,15:20:42,localhost,NetworkManager[570], <info>  Activation (eno16777984) Stage 5 of 5 (IPv4 Commit) complete.,E71,<info> Activation (eno16777984) Stage <*> of 5 <*> <*> <*>,"[' <info>', '5', '(IPv4', 'Commit) complete.']"
1036,Jun,2,15:20:42,localhost,dhclient[8225], bound to 192.168.124.130 -- renewal in 807 seconds.,E25,bound to <*> -- renewal in <*> seconds.,[]
1037,Jun,2,15:20:42,localhost,NetworkManager[570], <info>  (eno16777984): device state change: ip-check -> secondaries (reason 'none') [80 90 0],E60,<info> (eno16777984): device state change: <*> -> <*> (reason <*> <*> <*> <*>,"[' <info>', 'ip-check', '-> secondaries', ""'none')"", '[80 90 0]']"
1038,Jun,2,15:20:42,localhost,NetworkManager[570], <info>  (eno16777984): device state change: secondaries -> activated (reason 'none') [90 100 0],E60,<info> (eno16777984): device state change: <*> -> <*> (reason <*> <*> <*> <*>,"[' <info>', 'secondaries', '-> activated', ""'none')"", '[90 100 0]']"
1039,Jun,2,15:20:42,localhost,NetworkManager[570], <info>  NetworkManager state is now CONNECTED_LOCAL,E61,<info> NetworkManager state is now <*>,"[' <info>', 'CONNECTED_LOCAL']"
1040,Jun,2,15:20:42,localhost,NetworkManager[570], <info>  NetworkManager state is now CONNECTED_GLOBAL,E61,<info> NetworkManager state is now <*>,"[' <info>', 'CONNECTED_GLOBAL']"
1041,Jun,2,15:20:42,localhost,NetworkManager[570], <info>  Policy set 'eno16777984' (eno16777984) as default for IPv4 routing and DNS.,E80,<info> Policy set 'eno16777984' (eno16777984) as default for IPv4 routing and DNS.,[' <info>']
1042,Jun,2,15:20:42,localhost,NetworkManager[570]," <info>  Activation (eno16777984) successful, device activated.",E70,<info> Activation (eno16777984) <*> <*> <*>,"[' <info>', 'successful,', 'device activated.']"
1043,Jun,2,15:20:42,localhost,nm-dispatcher, Dispatching action 'up' for eno16777984,E26,Dispatching action <*> for eno16777984,[]
1044,Jun,2,15:20:42,localhost,systemd, Unit iscsi.service cannot be reloaded because it is inactive.,E81,Unit iscsi.service cannot be reloaded because it is inactive.,[]
1045,Jun,2,15:20:43,localhost,org.gtk.vfs.Daemon, ** (process:2158): WARNING **: Couldn't create directory monitor on smb://x-gnome-default-workgroup/. Error: 指定的位置未挂载,E72,** (process:2158): WARNING **: Couldn't create directory monitor on smb://x-gnome-default-workgroup/. Error: 指定的位置未挂载,[]
1046,Jun,2,15:20:43,localhost,avahi-daemon[576], Registering new address record for fe80::20c:29ff:fe83:858d on eno16777984.*.,E79,Registering new address record for <*> on <*>,[]
1047,Jun,2,15:21:13,localhost,NetworkManager[570], <info>  Activation (eno16777984) Stage 4 of 5 (IPv6 Configure Timeout) scheduled...,E73,<info> Activation (eno16777984) Stage <*> of 5 <*> Configure <*> <*>,"[' <info>', '4', '(IPv6', 'Timeout) scheduled...']"
1048,Jun,2,15:21:13,localhost,NetworkManager[570], <info>  Activation (eno16777984) Stage 4 of 5 (IPv6 Configure Timeout) started...,E73,<info> Activation (eno16777984) Stage <*> of 5 <*> Configure <*> <*>,"[' <info>', '4', '(IPv6', 'Timeout) started...']"
1049,Jun,2,15:21:13,localhost,NetworkManager[570], <info>  Activation (eno16777984) Stage 4 of 5 (IPv6 Configure Timeout) complete.,E73,<info> Activation (eno16777984) Stage <*> of 5 <*> Configure <*> <*>,"[' <info>', '4', '(IPv6', 'Timeout) complete.']"
1050,Jun,2,15:24:41,localhost,kernel, [22588.857254] vmxnet3 0000:03:00.0 eno16777984: NIC Link is Down,E84,<*> vmxnet3 0000:03:00.0 eno16777984: NIC Link is Down,[' [22588.857254]']
1051,Jun,2,15:24:41,localhost,kernel, vmxnet3 0000:03:00.0 eno16777984: NIC Link is Down,E82,vmxnet3 0000:03:00.0 eno16777984: NIC Link is Down,[]
1052,Jun,2,15:24:41,localhost,NetworkManager[570], <info>  (eno16777984): link disconnected (deferring action for 1 seconds),E83,<info> (eno16777984): link disconnected (deferring action for 1 seconds),[' <info>']
1053,Jun,2,15:24:42,localhost,NetworkManager[570], <info>  (eno16777984): link disconnected (calling deferred action),E85,<info> (eno16777984): link disconnected (calling deferred action),[' <info>']
1054,Jun,2,15:24:42,localhost,NetworkManager[570], <info>  (eno16777984): device state change: activated -> unavailable (reason 'carrier-changed') [100 20 40],E60,<info> (eno16777984): device state change: <*> -> <*> (reason <*> <*> <*> <*>,"[' <info>', 'activated', '-> unavailable', ""'carrier-changed')"", '[100 20 40]']"
1055,Jun,2,15:24:42,localhost,NetworkManager[570], <info>  (eno16777984): deactivating device (reason 'carrier-changed') [40],E63,<info> (eno16777984): deactivating device (reason <*> <*>,"[' <info>', ""'carrier-changed') [40]""]"
1056,Jun,2,15:24:43,localhost,NetworkManager[570]," <info>  (eno16777984): canceled DHCP transaction, DHCP client pid 8225",E64,"<info> (eno16777984): canceled DHCP transaction, DHCP client pid <*>","[' <info>', '8225']"
1057,Jun,2,15:24:43,localhost,avahi-daemon[576], Withdrawing address record for fe80::20c:29ff:fe83:858d on eno16777984.,E65,Withdrawing address record for <*> on eno16777984.,[]
1058,Jun,2,15:24:43,localhost,avahi-daemon[576], Withdrawing address record for 192.168.124.130 on eno16777984.,E65,Withdrawing address record for <*> on eno16777984.,[]
1059,Jun,2,15:24:43,localhost,avahi-daemon[576], Leaving mDNS multicast group on interface eno16777984.IPv4 with address 192.168.124.130.,E66,<*> mDNS multicast group on interface eno16777984.IPv4 with address <*>.,"[' Leaving', '192.168.124.130']"
1060,Jun,2,15:24:43,localhost,avahi-daemon[576], Interface eno16777984.IPv4 no longer relevant for mDNS.,E67,Interface eno16777984.IPv4 no longer relevant for mDNS.,[]
1061,Jun,2,15:24:43,localhost,NetworkManager[570], <info>  NetworkManager state is now CONNECTED_LOCAL,E61,<info> NetworkManager state is now <*>,"[' <info>', 'CONNECTED_LOCAL']"
1062,Jun,2,15:24:43,localhost,NetworkManager[570], <info>  NetworkManager state is now DISCONNECTED,E61,<info> NetworkManager state is now <*>,"[' <info>', 'DISCONNECTED']"
1063,Jun,2,15:24:43,localhost,dbus[583], [system] Activating via systemd: service name='org.freedesktop.nm_dispatcher' unit='dbus-org.freedesktop.nm-dispatcher.service',E9,[system] Activating via systemd: service <*> <*>,[]
1064,Jun,2,15:24:43,localhost,org.gtk.vfs.Daemon, ** (process:2158): WARNING **: Couldn't create directory monitor on smb://x-gnome-default-workgroup/. Error: 指定的位置未挂载,E72,** (process:2158): WARNING **: Couldn't create directory monitor on smb://x-gnome-default-workgroup/. Error: 指定的位置未挂载,[]
1065,Jun,2,15:24:43,localhost,dbus[583], [system] Successfully activated service 'org.freedesktop.nm_dispatcher',E10,[system] Successfully activated service <*>,[]
1066,Jun,2,15:24:43,localhost,nm-dispatcher, Dispatching action 'down' for eno16777984,E26,Dispatching action <*> for eno16777984,[]
1067,Jun,2,15:24:46,localhost,kernel, [22593.914385] vmxnet3 0000:03:00.0 eno16777984: NIC Link is Up 10000 Mbps,E86,<*> vmxnet3 0000:03:00.0 eno16777984: NIC Link is Up 10000 Mbps,[' [22593.914385]']
1068,Jun,2,15:24:46,localhost,kernel, vmxnet3 0000:03:00.0 eno16777984: NIC Link is Up 10000 Mbps,E87,vmxnet3 0000:03:00.0 eno16777984: NIC Link is Up 10000 Mbps,[]
1069,Jun,2,15:24:46,localhost,NetworkManager[570], <info>  (eno16777984): link connected,E88,<info> <*> link <*>,"['', '<info>  (eno16777984):', 'connected']"
1070,Jun,2,15:24:46,localhost,NetworkManager[570], <info>  (eno16777984): device state change: unavailable -> disconnected (reason 'carrier-changed') [20 30 40],E60,<info> (eno16777984): device state change: <*> -> <*> (reason <*> <*> <*> <*>,"[' <info>', 'unavailable', '-> disconnected', ""'carrier-changed')"", '[20 30 40]']"
1071,Jun,2,15:24:46,localhost,NetworkManager[570], <info>  Auto-activating connection 'eno16777984'.,E69,<info> <*> connection <*>,"['', '<info>  Auto-activating', ""'eno16777984'.""]"
1072,Jun,2,15:24:46,localhost,NetworkManager[570], <info>  Activation (eno16777984) starting connection 'eno16777984',E70,<info> Activation (eno16777984) <*> <*> <*>,"[' <info>', 'starting', ""connection 'eno16777984'""]"
1073,Jun,2,15:24:46,localhost,NetworkManager[570], <info>  Activation (eno16777984) Stage 1 of 5 (Device Prepare) scheduled...,E71,<info> Activation (eno16777984) Stage <*> of 5 <*> <*> <*>,"[' <info>', '1', '(Device', 'Prepare) scheduled...']"
1074,Jun,2,15:24:46,localhost,NetworkManager[570], <info>  Activation (eno16777984) Stage 1 of 5 (Device Prepare) started...,E71,<info> Activation (eno16777984) Stage <*> of 5 <*> <*> <*>,"[' <info>', '1', '(Device', 'Prepare) started...']"
1075,Jun,2,15:24:46,localhost,NetworkManager[570], <info>  (eno16777984): device state change: disconnected -> prepare (reason 'none') [30 40 0],E60,<info> (eno16777984): device state change: <*> -> <*> (reason <*> <*> <*> <*>,"[' <info>', 'disconnected', '-> prepare', ""'none')"", '[30 40 0]']"
1076,Jun,2,15:24:46,localhost,NetworkManager[570], <info>  NetworkManager state is now CONNECTING,E61,<info> NetworkManager state is now <*>,"[' <info>', 'CONNECTING']"
1077,Jun,2,15:24:46,localhost,NetworkManager[570], <info>  Activation (eno16777984) Stage 2 of 5 (Device Configure) scheduled...,E71,<info> Activation (eno16777984) Stage <*> of 5 <*> <*> <*>,"[' <info>', '2', '(Device', 'Configure) scheduled...']"
1078,Jun,2,15:24:46,localhost,NetworkManager[570], <info>  Activation (eno16777984) Stage 1 of 5 (Device Prepare) complete.,E71,<info> Activation (eno16777984) Stage <*> of 5 <*> <*> <*>,"[' <info>', '1', '(Device', 'Prepare) complete.']"
1079,Jun,2,15:24:46,localhost,NetworkManager[570], <info>  Activation (eno16777984) Stage 2 of 5 (Device Configure) starting...,E71,<info> Activation (eno16777984) Stage <*> of 5 <*> <*> <*>,"[' <info>', '2', '(Device', 'Configure) starting...']"
1080,Jun,2,15:24:46,localhost,NetworkManager[570], <info>  (eno16777984): device state change: prepare -> config (reason 'none') [40 50 0],E60,<info> (eno16777984): device state change: <*> -> <*> (reason <*> <*> <*> <*>,"[' <info>', 'prepare', '-> config', ""'none')"", '[40 50 0]']"
1081,Jun,2,15:24:46,localhost,NetworkManager[570], <info>  Activation (eno16777984) Stage 2 of 5 (Device Configure) successful.,E71,<info> Activation (eno16777984) Stage <*> of 5 <*> <*> <*>,"[' <info>', '2', '(Device', 'Configure) successful.']"
1082,Jun,2,15:24:46,localhost,NetworkManager[570], <info>  Activation (eno16777984) Stage 2 of 5 (Device Configure) complete.,E71,<info> Activation (eno16777984) Stage <*> of 5 <*> <*> <*>,"[' <info>', '2', '(Device', 'Configure) complete.']"
1083,Jun,2,15:24:46,localhost,NetworkManager[570], <info>  Activation (eno16777984) Stage 3 of 5 (IP Configure Start) scheduled.,E73,<info> Activation (eno16777984) Stage <*> of 5 <*> Configure <*> <*>,"[' <info>', '3', '(IP', 'Start) scheduled.']"
1084,Jun,2,15:24:46,localhost,NetworkManager[570], <info>  Activation (eno16777984) Stage 3 of 5 (IP Configure Start) started...,E73,<info> Activation (eno16777984) Stage <*> of 5 <*> Configure <*> <*>,"[' <info>', '3', '(IP', 'Start) started...']"
1085,Jun,2,15:24:46,localhost,NetworkManager[570], <info>  (eno16777984): device state change: config -> ip-config (reason 'none') [50 70 0],E60,<info> (eno16777984): device state change: <*> -> <*> (reason <*> <*> <*> <*>,"[' <info>', 'config', '-> ip-config', ""'none')"", '[50 70 0]']"
1086,Jun,2,15:24:46,localhost,NetworkManager[570], <info>  Activation (eno16777984) Beginning DHCPv4 transaction (timeout in 45 seconds),E74,<info> Activation (eno16777984) Beginning DHCPv4 transaction (timeout in 45 seconds),[' <info>']
1087,Jun,2,15:24:46,localhost,NetworkManager[570], <info>  dhclient started with pid 8299,E75,<info> dhclient started with pid <*>,"[' <info>', '8299']"
1088,Jun,2,15:24:46,localhost,NetworkManager[570], <info>  Activation (eno16777984) Stage 3 of 5 (IP Configure Start) complete.,E73,<info> Activation (eno16777984) Stage <*> of 5 <*> Configure <*> <*>,"[' <info>', '3', '(IP', 'Start) complete.']"
1089,Jun,2,15:24:46,localhost,NetworkManager[570], <info>  (eno16777984): DHCPv4 state changed nbi -> preinit,E17,<info> (eno16777984): DHCPv4 state changed <*> -> <*>,"[' <info>', 'nbi', '-> preinit']"
1090,Jun,2,15:24:46,localhost,dhclient[8299], DHCPREQUEST on eno16777984 to 255.255.255.255 port 67 (xid=0x119c96ca),E15,DHCPREQUEST on eno16777984 to <*> port 67 <*>,[]
1091,Jun,2,15:24:46,localhost,dhclient[8299], DHCPACK from 192.168.124.254 (xid=0x119c96ca),E16,DHCPACK from <*> <*>,[]
1092,Jun,2,15:24:46,localhost,NetworkManager[570], <info>  (eno16777984): DHCPv4 state changed preinit -> reboot,E17,<info> (eno16777984): DHCPv4 state changed <*> -> <*>,"[' <info>', 'preinit', '-> reboot']"
1093,Jun,2,15:24:46,localhost,NetworkManager[570], <info>    address 192.168.124.130,E18,<info> address <*>,"[' <info>', '192.168.124.130']"
1094,Jun,2,15:24:46,localhost,NetworkManager[570], <info>    plen 24 (255.255.255.0),E19,<info> plen 24 (<*>),"[' <info>', '255.255.255.0']"
1095,Jun,2,15:24:46,localhost,NetworkManager[570], <info>    gateway 192.168.124.2,E20,<info> gateway <*>,"[' <info>', '192.168.124.2']"
1096,Jun,2,15:24:46,localhost,NetworkManager[570], <info>    server identifier 192.168.124.254,E21,<info> server identifier <*>,"[' <info>', '192.168.124.254']"
1097,Jun,2,15:24:46,localhost,NetworkManager[570], <info>    lease time 1800,E22,<info> lease time 1800,[' <info>']
1098,Jun,2,15:24:46,localhost,NetworkManager[570], <info>    nameserver '192.168.124.2',E23,<info> nameserver '<*>',"[' <info>', '192.168.124.2']"
1099,Jun,2,15:24:46,localhost,NetworkManager[570], <info>    domain name 'localdomain',E24,<info> domain name 'localdomain',[' <info>']
1100,Jun,2,15:24:46,localhost,NetworkManager[570], <info>  Activation (eno16777984) Stage 5 of 5 (IPv4 Configure Commit) scheduled...,E73,<info> Activation (eno16777984) Stage <*> of 5 <*> Configure <*> <*>,"[' <info>', '5', '(IPv4', 'Commit) scheduled...']"
1101,Jun,2,15:24:46,localhost,NetworkManager[570], <info>  Activation (eno16777984) Stage 5 of 5 (IPv4 Commit) started...,E71,<info> Activation (eno16777984) Stage <*> of 5 <*> <*> <*>,"[' <info>', '5', '(IPv4', 'Commit) started...']"
1102,Jun,2,15:24:46,localhost,NetworkManager[570], <info>  (eno16777984): device state change: ip-config -> ip-check (reason 'none') [70 80 0],E60,<info> (eno16777984): device state change: <*> -> <*> (reason <*> <*> <*> <*>,"[' <info>', 'ip-config', '-> ip-check', ""'none')"", '[70 80 0]']"
1103,Jun,2,15:24:46,localhost,avahi-daemon[576], Joining mDNS multicast group on interface eno16777984.IPv4 with address 192.168.124.130.,E66,<*> mDNS multicast group on interface eno16777984.IPv4 with address <*>.,"[' Joining', '192.168.124.130']"
1104,Jun,2,15:24:46,localhost,NetworkManager[570], <info>  Activation (eno16777984) Stage 5 of 5 (IPv4 Commit) complete.,E71,<info> Activation (eno16777984) Stage <*> of 5 <*> <*> <*>,"[' <info>', '5', '(IPv4', 'Commit) complete.']"
1105,Jun,2,15:24:46,localhost,NetworkManager[570], <info>  (eno16777984): device state change: ip-check -> secondaries (reason 'none') [80 90 0],E60,<info> (eno16777984): device state change: <*> -> <*> (reason <*> <*> <*> <*>,"[' <info>', 'ip-check', '-> secondaries', ""'none')"", '[80 90 0]']"
1106,Jun,2,15:24:46,localhost,avahi-daemon[576], New relevant interface eno16777984.IPv4 for mDNS.,E78,New relevant interface eno16777984.IPv4 for mDNS.,[]
1107,Jun,2,15:24:46,localhost,NetworkManager[570], <info>  (eno16777984): device state change: secondaries -> activated (reason 'none') [90 100 0],E60,<info> (eno16777984): device state change: <*> -> <*> (reason <*> <*> <*> <*>,"[' <info>', 'secondaries', '-> activated', ""'none')"", '[90 100 0]']"
1108,Jun,2,15:24:46,localhost,NetworkManager[570], <info>  NetworkManager state is now CONNECTED_LOCAL,E61,<info> NetworkManager state is now <*>,"[' <info>', 'CONNECTED_LOCAL']"
1109,Jun,2,15:24:46,localhost,avahi-daemon[576], Registering new address record for 192.168.124.130 on eno16777984.IPv4.,E79,Registering new address record for <*> on <*>,[]
1110,Jun,2,15:24:46,localhost,dhclient[8299], bound to 192.168.124.130 -- renewal in 683 seconds.,E25,bound to <*> -- renewal in <*> seconds.,[]
1111,Jun,2,15:24:46,localhost,NetworkManager[570], <info>  NetworkManager state is now CONNECTED_GLOBAL,E61,<info> NetworkManager state is now <*>,"[' <info>', 'CONNECTED_GLOBAL']"
1112,Jun,2,15:24:46,localhost,NetworkManager[570], <info>  Policy set 'eno16777984' (eno16777984) as default for IPv4 routing and DNS.,E80,<info> Policy set 'eno16777984' (eno16777984) as default for IPv4 routing and DNS.,[' <info>']
1113,Jun,2,15:24:46,localhost,NetworkManager[570]," <info>  Activation (eno16777984) successful, device activated.",E70,<info> Activation (eno16777984) <*> <*> <*>,"[' <info>', 'successful,', 'device activated.']"
1114,Jun,2,15:24:46,localhost,nm-dispatcher, Dispatching action 'up' for eno16777984,E26,Dispatching action <*> for eno16777984,[]
1115,Jun,2,15:24:46,localhost,systemd, Unit iscsi.service cannot be reloaded because it is inactive.,E81,Unit iscsi.service cannot be reloaded because it is inactive.,[]
1116,Jun,2,15:24:47,localhost,org.gtk.vfs.Daemon, ** (process:2158): WARNING **: Couldn't create directory monitor on smb://x-gnome-default-workgroup/. Error: 指定的位置未挂载,E72,** (process:2158): WARNING **: Couldn't create directory monitor on smb://x-gnome-default-workgroup/. Error: 指定的位置未挂载,[]
1117,Jun,2,15:24:48,localhost,avahi-daemon[576], Registering new address record for fe80::20c:29ff:fe83:858d on eno16777984.*.,E79,Registering new address record for <*> on <*>,[]
1118,Jun,2,15:25:18,localhost,NetworkManager[570], <info>  Activation (eno16777984) Stage 4 of 5 (IPv6 Configure Timeout) scheduled...,E73,<info> Activation (eno16777984) Stage <*> of 5 <*> Configure <*> <*>,"[' <info>', '4', '(IPv6', 'Timeout) scheduled...']"
1119,Jun,2,15:25:18,localhost,NetworkManager[570], <info>  Activation (eno16777984) Stage 4 of 5 (IPv6 Configure Timeout) started...,E73,<info> Activation (eno16777984) Stage <*> of 5 <*> Configure <*> <*>,"[' <info>', '4', '(IPv6', 'Timeout) started...']"
1120,Jun,2,15:25:18,localhost,NetworkManager[570], <info>  Activation (eno16777984) Stage 4 of 5 (IPv6 Configure Timeout) complete.,E73,<info> Activation (eno16777984) Stage <*> of 5 <*> Configure <*> <*>,"[' <info>', '4', '(IPv6', 'Timeout) complete.']"
1121,Jun,2,15:36:09,localhost,dhclient[8299], DHCPREQUEST on eno16777984 to 192.168.124.254 port 67 (xid=0x119c96ca),E15,DHCPREQUEST on eno16777984 to <*> port 67 <*>,[]
1122,Jun,2,15:36:09,localhost,dhclient[8299], DHCPACK from 192.168.124.254 (xid=0x119c96ca),E16,DHCPACK from <*> <*>,[]
1123,Jun,2,15:36:09,localhost,NetworkManager[570], <info>  (eno16777984): DHCPv4 state changed reboot -> renew,E17,<info> (eno16777984): DHCPv4 state changed <*> -> <*>,"[' <info>', 'reboot', '-> renew']"
1124,Jun,2,15:36:09,localhost,NetworkManager[570], <info>    address 192.168.124.130,E18,<info> address <*>,"[' <info>', '192.168.124.130']"
1125,Jun,2,15:36:09,localhost,NetworkManager[570], <info>    plen 24 (255.255.255.0),E19,<info> plen 24 (<*>),"[' <info>', '255.255.255.0']"
1126,Jun,2,15:36:09,localhost,NetworkManager[570], <info>    gateway 192.168.124.2,E20,<info> gateway <*>,"[' <info>', '192.168.124.2']"
1127,Jun,2,15:36:09,localhost,NetworkManager[570], <info>    server identifier 192.168.124.254,E21,<info> server identifier <*>,"[' <info>', '192.168.124.254']"
1128,Jun,2,15:36:09,localhost,NetworkManager[570], <info>    lease time 1800,E22,<info> lease time 1800,[' <info>']
1129,Jun,2,15:36:09,localhost,NetworkManager[570], <info>    nameserver '192.168.124.2',E23,<info> nameserver '<*>',"[' <info>', '192.168.124.2']"
1130,Jun,2,15:36:09,localhost,NetworkManager[570], <info>    domain name 'localdomain',E24,<info> domain name 'localdomain',[' <info>']
1131,Jun,2,15:36:09,localhost,dhclient[8299], bound to 192.168.124.130 -- renewal in 819 seconds.,E25,bound to <*> -- renewal in <*> seconds.,[]
1132,Jun,2,15:36:09,localhost,dbus[583], [system] Activating via systemd: service name='org.freedesktop.nm_dispatcher' unit='dbus-org.freedesktop.nm-dispatcher.service',E9,[system] Activating via systemd: service <*> <*>,[]
1133,Jun,2,15:36:09,localhost,dbus[583], [system] Successfully activated service 'org.freedesktop.nm_dispatcher',E10,[system] Successfully activated service <*>,[]
1134,Jun,2,15:36:09,localhost,nm-dispatcher, Dispatching action 'dhcp4-change' for eno16777984,E26,Dispatching action <*> for eno16777984,[]
1135,Jun,2,15:45:54,localhost,com.redhat.imsettings, Exiting...,E90,Exiting...,[]
1136,Jun,2,15:45:54,localhost,com.redhat.imsettings, [ 1717314354.633366]: GLib-GIO[977]: WARNING **: Error releasing name com.redhat.imsettings: The connection is closed,E91,[ 1717314354.633366]: GLib-GIO[977]: WARNING **: Error releasing name com.redhat.imsettings: The connection is closed,[]
