LineId,Month,Day,Time,User,Compoent,Content,EventId,EventTemplate,ParameterList
8936,Jun,4,15:06:10,localhost,fprintd, Launching FprintObject,E11,Launching FprintObject,[]
8937,Jun,4,15:06:10,localhost,fprintd, ** Message: D-Bus service launched with name: net.reactivated.Fprint,E12,** Message: D-Bus service launched with name: net.reactivated.Fprint,[]
8938,Jun,4,15:06:10,localhost,fprintd, ** Message: entering main loop,E13,** Message: entering main loop,[]
8939,Jun,4,15:06:40,localhost,fprintd," ** Message: No devices in use, exit",E14,"** Message: No devices in use, exit",[]
8940,Jun,4,15:07:05,localhost,dhclient[3716], DHCPREQUEST on eno16777984 to 192.168.124.254 port 67 (xid=0x66c79997),E15,DHCPREQUEST on eno16777984 to <*> port 67 <*>,[]
8941,Jun,4,15:07:05,localhost,dhclient[3716], DHCPACK from 192.168.124.254 (xid=0x66c79997),E16,DHCPACK from <*> <*>,[]
8942,Jun,4,15:07:05,localhost,NetworkManager[663], <info>  (eno16777984): DHCPv4 state changed renew -> renew,E17,<info> (eno16777984): DHCPv4 state changed <*> -> <*>,"[' <info>', 'renew', '-> renew']"
8943,Jun,4,15:07:05,localhost,NetworkManager[663], <info>    address 192.168.124.130,E18,<info> address <*>,"[' <info>', '192.168.124.130']"
8944,Jun,4,15:07:05,localhost,NetworkManager[663], <info>    plen 24 (255.255.255.0),E19,<info> plen 24 (<*>),"[' <info>', '255.255.255.0']"
8945,Jun,4,15:07:05,localhost,NetworkManager[663], <info>    gateway 192.168.124.2,E20,<info> gateway <*>,"[' <info>', '192.168.124.2']"
8946,Jun,4,15:07:05,localhost,NetworkManager[663], <info>    server identifier 192.168.124.254,E21,<info> server identifier <*>,"[' <info>', '192.168.124.254']"
8947,Jun,4,15:07:05,localhost,NetworkManager[663], <info>    lease time 1800,E22,<info> lease time 1800,[' <info>']
8948,Jun,4,15:07:05,localhost,NetworkManager[663], <info>    nameserver '192.168.124.2',E23,<info> nameserver '<*>',"[' <info>', '192.168.124.2']"
8949,Jun,4,15:07:05,localhost,NetworkManager[663], <info>    domain name 'localdomain',E24,<info> domain name 'localdomain',[' <info>']
8950,Jun,4,15:07:05,localhost,dbus[644], [system] Activating via systemd: service name='org.freedesktop.nm_dispatcher' unit='dbus-org.freedesktop.nm-dispatcher.service',E9,[system] Activating via systemd: service <*> <*>,[]
8951,Jun,4,15:07:05,localhost,dhclient[3716], bound to 192.168.124.130 -- renewal in 800 seconds.,E25,bound to <*> -- renewal in <*> seconds.,[]
8952,Jun,4,15:07:05,localhost,dbus[644], [system] Successfully activated service 'org.freedesktop.nm_dispatcher',E10,[system] Successfully activated service <*>,[]
8953,Jun,4,15:07:05,localhost,nm-dispatcher, Dispatching action 'dhcp4-change' for eno16777984,E26,Dispatching action <*> for eno16777984,[]
8954,Jun,4,15:07:44,localhost,dbus[644], [system] Activating via systemd: service name='net.reactivated.Fprint' unit='fprintd.service',E9,[system] Activating via systemd: service <*> <*>,[]
8955,Jun,4,15:07:44,localhost,dbus[644], [system] Successfully activated service 'net.reactivated.Fprint',E10,[system] Successfully activated service <*>,[]
8956,Jun,4,15:07:44,localhost,fprintd, Launching FprintObject,E11,Launching FprintObject,[]
8957,Jun,4,15:07:44,localhost,fprintd, ** Message: D-Bus service launched with name: net.reactivated.Fprint,E12,** Message: D-Bus service launched with name: net.reactivated.Fprint,[]
8958,Jun,4,15:07:44,localhost,fprintd, ** Message: entering main loop,E13,** Message: entering main loop,[]
8959,Jun,4,15:08:14,localhost,fprintd," ** Message: No devices in use, exit",E14,"** Message: No devices in use, exit",[]
8960,Jun,4,15:18:30,localhost,dbus[644], [system] Activating via systemd: service name='net.reactivated.Fprint' unit='fprintd.service',E9,[system] Activating via systemd: service <*> <*>,[]
8961,Jun,4,15:18:30,localhost,dbus[644], [system] Successfully activated service 'net.reactivated.Fprint',E10,[system] Successfully activated service <*>,[]
8962,Jun,4,15:18:30,localhost,fprintd, Launching FprintObject,E11,Launching FprintObject,[]
8963,Jun,4,15:18:30,localhost,fprintd, ** Message: D-Bus service launched with name: net.reactivated.Fprint,E12,** Message: D-Bus service launched with name: net.reactivated.Fprint,[]
8964,Jun,4,15:18:30,localhost,fprintd, ** Message: entering main loop,E13,** Message: entering main loop,[]
8965,Jun,4,15:19:00,localhost,fprintd," ** Message: No devices in use, exit",E14,"** Message: No devices in use, exit",[]
8966,Jun,4,15:20:25,localhost,dhclient[3716], DHCPREQUEST on eno16777984 to 192.168.124.254 port 67 (xid=0x66c79997),E15,DHCPREQUEST on eno16777984 to <*> port 67 <*>,[]
8967,Jun,4,15:20:25,localhost,dhclient[3716], DHCPACK from 192.168.124.254 (xid=0x66c79997),E16,DHCPACK from <*> <*>,[]
8968,Jun,4,15:20:25,localhost,NetworkManager[663], <info>  (eno16777984): DHCPv4 state changed renew -> renew,E17,<info> (eno16777984): DHCPv4 state changed <*> -> <*>,"[' <info>', 'renew', '-> renew']"
8969,Jun,4,15:20:25,localhost,NetworkManager[663], <info>    address 192.168.124.130,E18,<info> address <*>,"[' <info>', '192.168.124.130']"
8970,Jun,4,15:20:25,localhost,NetworkManager[663], <info>    plen 24 (255.255.255.0),E19,<info> plen 24 (<*>),"[' <info>', '255.255.255.0']"
8971,Jun,4,15:20:25,localhost,NetworkManager[663], <info>    gateway 192.168.124.2,E20,<info> gateway <*>,"[' <info>', '192.168.124.2']"
8972,Jun,4,15:20:25,localhost,NetworkManager[663], <info>    server identifier 192.168.124.254,E21,<info> server identifier <*>,"[' <info>', '192.168.124.254']"
8973,Jun,4,15:20:25,localhost,NetworkManager[663], <info>    lease time 1800,E22,<info> lease time 1800,[' <info>']
8974,Jun,4,15:20:25,localhost,NetworkManager[663], <info>    nameserver '192.168.124.2',E23,<info> nameserver '<*>',"[' <info>', '192.168.124.2']"
8975,Jun,4,15:20:25,localhost,NetworkManager[663], <info>    domain name 'localdomain',E24,<info> domain name 'localdomain',[' <info>']
8976,Jun,4,15:20:25,localhost,dhclient[3716], bound to 192.168.124.130 -- renewal in 804 seconds.,E25,bound to <*> -- renewal in <*> seconds.,[]
8977,Jun,4,15:20:25,localhost,dbus[644], [system] Activating via systemd: service name='org.freedesktop.nm_dispatcher' unit='dbus-org.freedesktop.nm-dispatcher.service',E9,[system] Activating via systemd: service <*> <*>,[]
8978,Jun,4,15:20:25,localhost,dbus[644], [system] Successfully activated service 'org.freedesktop.nm_dispatcher',E10,[system] Successfully activated service <*>,[]
8979,Jun,4,15:20:25,localhost,nm-dispatcher, Dispatching action 'dhcp4-change' for eno16777984,E26,Dispatching action <*> for eno16777984,[]
8980,Jun,4,15:22:43,localhost,PackageKit, search-file transaction /32_bbdeadde from uid 1000 finished with success after 181ms,E33,search-file transaction <*> from uid <*> finished with success after <*>,[]
8981,Jun,4,15:28:42,localhost,PackageKit, search-file transaction /33_babaabee from uid 1000 finished with success after 162ms,E33,search-file transaction <*> from uid <*> finished with success after <*>,[]
8982,Jun,4,15:28:52,localhost,dbus[644], [system] Activating via systemd: service name='net.reactivated.Fprint' unit='fprintd.service',E9,[system] Activating via systemd: service <*> <*>,[]
8983,Jun,4,15:28:52,localhost,dbus[644], [system] Successfully activated service 'net.reactivated.Fprint',E10,[system] Successfully activated service <*>,[]
8984,Jun,4,15:28:52,localhost,fprintd, Launching FprintObject,E11,Launching FprintObject,[]
8985,Jun,4,15:28:52,localhost,fprintd, ** Message: D-Bus service launched with name: net.reactivated.Fprint,E12,** Message: D-Bus service launched with name: net.reactivated.Fprint,[]
8986,Jun,4,15:28:52,localhost,fprintd, ** Message: entering main loop,E13,** Message: entering main loop,[]
8987,Jun,4,15:29:23,localhost,fprintd," ** Message: No devices in use, exit",E14,"** Message: No devices in use, exit",[]
8988,Jun,4,15:30:16,localhost,dbus[644], [system] Activating via systemd: service name='net.reactivated.Fprint' unit='fprintd.service',E9,[system] Activating via systemd: service <*> <*>,[]
8989,Jun,4,15:30:16,localhost,dbus[644], [system] Successfully activated service 'net.reactivated.Fprint',E10,[system] Successfully activated service <*>,[]
8990,Jun,4,15:30:16,localhost,fprintd, Launching FprintObject,E11,Launching FprintObject,[]
8991,Jun,4,15:30:16,localhost,fprintd, ** Message: D-Bus service launched with name: net.reactivated.Fprint,E12,** Message: D-Bus service launched with name: net.reactivated.Fprint,[]
8992,Jun,4,15:30:16,localhost,fprintd, ** Message: entering main loop,E13,** Message: entering main loop,[]
8993,Jun,4,15:30:19,localhost,su, (to root) user on pts/3,E621,(to <*> user on <*>,[]
8994,Jun,4,15:30:46,localhost,fprintd," ** Message: No devices in use, exit",E14,"** Message: No devices in use, exit",[]
8995,Jun,4,15:33:49,localhost,dhclient[3716], DHCPREQUEST on eno16777984 to 192.168.124.254 port 67 (xid=0x66c79997),E15,DHCPREQUEST on eno16777984 to <*> port 67 <*>,[]
8996,Jun,4,15:33:49,localhost,dhclient[3716], DHCPACK from 192.168.124.254 (xid=0x66c79997),E16,DHCPACK from <*> <*>,[]
8997,Jun,4,15:33:49,localhost,NetworkManager[663], <info>  (eno16777984): DHCPv4 state changed renew -> renew,E17,<info> (eno16777984): DHCPv4 state changed <*> -> <*>,"[' <info>', 'renew', '-> renew']"
8998,Jun,4,15:33:49,localhost,NetworkManager[663], <info>    address 192.168.124.130,E18,<info> address <*>,"[' <info>', '192.168.124.130']"
8999,Jun,4,15:33:49,localhost,NetworkManager[663], <info>    plen 24 (255.255.255.0),E19,<info> plen 24 (<*>),"[' <info>', '255.255.255.0']"
9000,Jun,4,15:33:49,localhost,NetworkManager[663], <info>    gateway 192.168.124.2,E20,<info> gateway <*>,"[' <info>', '192.168.124.2']"
9001,Jun,4,15:33:49,localhost,NetworkManager[663], <info>    server identifier 192.168.124.254,E21,<info> server identifier <*>,"[' <info>', '192.168.124.254']"
9002,Jun,4,15:33:49,localhost,NetworkManager[663], <info>    lease time 1800,E22,<info> lease time 1800,[' <info>']
9003,Jun,4,15:33:49,localhost,NetworkManager[663], <info>    nameserver '192.168.124.2',E23,<info> nameserver '<*>',"[' <info>', '192.168.124.2']"
9004,Jun,4,15:33:49,localhost,NetworkManager[663], <info>    domain name 'localdomain',E24,<info> domain name 'localdomain',[' <info>']
9005,Jun,4,15:33:49,localhost,dbus[644], [system] Activating via systemd: service name='org.freedesktop.nm_dispatcher' unit='dbus-org.freedesktop.nm-dispatcher.service',E9,[system] Activating via systemd: service <*> <*>,[]
9006,Jun,4,15:33:49,localhost,dhclient[3716], bound to 192.168.124.130 -- renewal in 767 seconds.,E25,bound to <*> -- renewal in <*> seconds.,[]
9007,Jun,4,15:33:49,localhost,dbus[644], [system] Successfully activated service 'org.freedesktop.nm_dispatcher',E10,[system] Successfully activated service <*>,[]
9008,Jun,4,15:33:49,localhost,nm-dispatcher, Dispatching action 'dhcp4-change' for eno16777984,E26,Dispatching action <*> for eno16777984,[]
9009,Jun,4,15:41:58,localhost,su, (to mysql) user on pts/3,E621,(to <*> user on <*>,[]
9010,Jun,4,15:43:08,localhost,PackageKit, search-file transaction /34_dcbaeaac from uid 1000 finished with success after 177ms,E33,search-file transaction <*> from uid <*> finished with success after <*>,[]
9011,Jun,4,15:43:20,localhost,dbus[644], [system] Activating via systemd: service name='net.reactivated.Fprint' unit='fprintd.service',E9,[system] Activating via systemd: service <*> <*>,[]
9012,Jun,4,15:43:20,localhost,dbus[644], [system] Successfully activated service 'net.reactivated.Fprint',E10,[system] Successfully activated service <*>,[]
9013,Jun,4,15:43:20,localhost,fprintd, Launching FprintObject,E11,Launching FprintObject,[]
9014,Jun,4,15:43:20,localhost,fprintd, ** Message: D-Bus service launched with name: net.reactivated.Fprint,E12,** Message: D-Bus service launched with name: net.reactivated.Fprint,[]
9015,Jun,4,15:43:20,localhost,fprintd, ** Message: entering main loop,E13,** Message: entering main loop,[]
9016,Jun,4,15:43:28,localhost,su, FAILED SU (to root) user on pts/0,E643,FAILED SU (to root) user on pts/0,[]
9017,Jun,4,15:43:50,localhost,fprintd," ** Message: No devices in use, exit",E14,"** Message: No devices in use, exit",[]
9018,Jun,4,15:43:56,localhost,dbus[644], [system] Activating via systemd: service name='net.reactivated.Fprint' unit='fprintd.service',E9,[system] Activating via systemd: service <*> <*>,[]
9019,Jun,4,15:43:56,localhost,dbus[644], [system] Successfully activated service 'net.reactivated.Fprint',E10,[system] Successfully activated service <*>,[]
9020,Jun,4,15:43:56,localhost,fprintd, Launching FprintObject,E11,Launching FprintObject,[]
9021,Jun,4,15:43:56,localhost,fprintd, ** Message: D-Bus service launched with name: net.reactivated.Fprint,E12,** Message: D-Bus service launched with name: net.reactivated.Fprint,[]
9022,Jun,4,15:43:56,localhost,fprintd, ** Message: entering main loop,E13,** Message: entering main loop,[]
9023,Jun,4,15:44:26,localhost,fprintd," ** Message: No devices in use, exit",E14,"** Message: No devices in use, exit",[]
9024,Jun,4,15:45:10,localhost,dbus[644], [system] Activating via systemd: service name='net.reactivated.Fprint' unit='fprintd.service',E9,[system] Activating via systemd: service <*> <*>,[]
9025,Jun,4,15:45:10,localhost,dbus[644], [system] Successfully activated service 'net.reactivated.Fprint',E10,[system] Successfully activated service <*>,[]
9026,Jun,4,15:45:10,localhost,fprintd, Launching FprintObject,E11,Launching FprintObject,[]
9027,Jun,4,15:45:10,localhost,fprintd, ** Message: D-Bus service launched with name: net.reactivated.Fprint,E12,** Message: D-Bus service launched with name: net.reactivated.Fprint,[]
9028,Jun,4,15:45:10,localhost,fprintd, ** Message: entering main loop,E13,** Message: entering main loop,[]
9029,Jun,4,15:45:41,localhost,fprintd," ** Message: No devices in use, exit",E14,"** Message: No devices in use, exit",[]
9030,Jun,4,15:45:50,localhost,dbus[644], [system] Activating via systemd: service name='net.reactivated.Fprint' unit='fprintd.service',E9,[system] Activating via systemd: service <*> <*>,[]
9031,Jun,4,15:45:50,localhost,dbus[644], [system] Successfully activated service 'net.reactivated.Fprint',E10,[system] Successfully activated service <*>,[]
9032,Jun,4,15:45:50,localhost,fprintd, Launching FprintObject,E11,Launching FprintObject,[]
9033,Jun,4,15:45:50,localhost,fprintd, ** Message: D-Bus service launched with name: net.reactivated.Fprint,E12,** Message: D-Bus service launched with name: net.reactivated.Fprint,[]
9034,Jun,4,15:45:50,localhost,fprintd, ** Message: entering main loop,E13,** Message: entering main loop,[]
9035,Jun,4,15:46:20,localhost,fprintd," ** Message: No devices in use, exit",E14,"** Message: No devices in use, exit",[]
9036,Jun,4,15:46:37,localhost,dhclient[3716], DHCPREQUEST on eno16777984 to 192.168.124.254 port 67 (xid=0x66c79997),E15,DHCPREQUEST on eno16777984 to <*> port 67 <*>,[]
9037,Jun,4,15:46:37,localhost,dhclient[3716], DHCPACK from 192.168.124.254 (xid=0x66c79997),E16,DHCPACK from <*> <*>,[]
9038,Jun,4,15:46:37,localhost,NetworkManager[663], <info>  (eno16777984): DHCPv4 state changed renew -> renew,E17,<info> (eno16777984): DHCPv4 state changed <*> -> <*>,"[' <info>', 'renew', '-> renew']"
9039,Jun,4,15:46:37,localhost,NetworkManager[663], <info>    address 192.168.124.130,E18,<info> address <*>,"[' <info>', '192.168.124.130']"
9040,Jun,4,15:46:37,localhost,NetworkManager[663], <info>    plen 24 (255.255.255.0),E19,<info> plen 24 (<*>),"[' <info>', '255.255.255.0']"
9041,Jun,4,15:46:37,localhost,NetworkManager[663], <info>    gateway 192.168.124.2,E20,<info> gateway <*>,"[' <info>', '192.168.124.2']"
9042,Jun,4,15:46:37,localhost,NetworkManager[663], <info>    server identifier 192.168.124.254,E21,<info> server identifier <*>,"[' <info>', '192.168.124.254']"
9043,Jun,4,15:46:37,localhost,NetworkManager[663], <info>    lease time 1800,E22,<info> lease time 1800,[' <info>']
9044,Jun,4,15:46:37,localhost,NetworkManager[663], <info>    nameserver '192.168.124.2',E23,<info> nameserver '<*>',"[' <info>', '192.168.124.2']"
9045,Jun,4,15:46:37,localhost,NetworkManager[663], <info>    domain name 'localdomain',E24,<info> domain name 'localdomain',[' <info>']
9046,Jun,4,15:46:37,localhost,dhclient[3716], bound to 192.168.124.130 -- renewal in 750 seconds.,E25,bound to <*> -- renewal in <*> seconds.,[]
9047,Jun,4,15:46:37,localhost,dbus[644], [system] Activating via systemd: service name='org.freedesktop.nm_dispatcher' unit='dbus-org.freedesktop.nm-dispatcher.service',E9,[system] Activating via systemd: service <*> <*>,[]
9048,Jun,4,15:46:37,localhost,dbus[644], [system] Successfully activated service 'org.freedesktop.nm_dispatcher',E10,[system] Successfully activated service <*>,[]
9049,Jun,4,15:46:37,localhost,nm-dispatcher, Dispatching action 'dhcp4-change' for eno16777984,E26,Dispatching action <*> for eno16777984,[]
9050,Jun,4,15:47:44,localhost,dnf, cachedir: /var/cache/dnf/x86_64/21,E27,cachedir: /var/cache/dnf/x86_64/21,[]
9051,Jun,4,15:47:44,localhost,dnf," Loaded plugins: noroot, protected_packages, download, Query, generate_completion_cache, debuginfo-install, builddep, copr, playground, kickstart",E28,"Loaded plugins: noroot, protected_packages, download, Query, generate_completion_cache, debuginfo-install, builddep, copr, playground, kickstart",[]
9052,Jun,4,15:47:44,localhost,dnf, DNF version: 0.6.1,E29,DNF version: 0.6.1,[]
9053,Jun,4,15:47:44,localhost,dnf, 为元数据文件生成缓存文件。,E30,为元数据文件生成缓存文件。,[]
9054,Jun,4,15:47:44,localhost,dnf, 元数据缓存近期已刷新。,E31,元数据缓存近期已刷新。,[]
9055,Jun,4,15:48:53,localhost,dbus[644], [system] Activating via systemd: service name='net.reactivated.Fprint' unit='fprintd.service',E9,[system] Activating via systemd: service <*> <*>,[]
9056,Jun,4,15:48:53,localhost,dbus[644], [system] Successfully activated service 'net.reactivated.Fprint',E10,[system] Successfully activated service <*>,[]
9057,Jun,4,15:48:53,localhost,fprintd, Launching FprintObject,E11,Launching FprintObject,[]
9058,Jun,4,15:48:53,localhost,fprintd, ** Message: D-Bus service launched with name: net.reactivated.Fprint,E12,** Message: D-Bus service launched with name: net.reactivated.Fprint,[]
9059,Jun,4,15:48:53,localhost,fprintd, ** Message: entering main loop,E13,** Message: entering main loop,[]
9060,Jun,4,15:48:56,localhost,su, (to root) user on pts/2,E621,(to <*> user on <*>,[]
9061,Jun,4,15:49:23,localhost,fprintd," ** Message: No devices in use, exit",E14,"** Message: No devices in use, exit",[]
9062,Jun,5,16:04:57,localhost,kernel," [   59.806880] vboxdrv: TSC mode is Invariant, tentative frequency 2496002910 Hz",E508,"[ <*> vboxdrv: TSC mode is Invariant, tentative frequency <*> Hz",[]
9063,Jun,4,15:51:46,localhost,dbus[644], [system] Activating via systemd: service name='net.reactivated.Fprint' unit='fprintd.service',E9,[system] Activating via systemd: service <*> <*>,[]
9064,Jun,4,15:51:47,localhost,dbus[644], [system] Successfully activated service 'net.reactivated.Fprint',E10,[system] Successfully activated service <*>,[]
9065,Jun,4,15:51:47,localhost,fprintd, Launching FprintObject,E11,Launching FprintObject,[]
9066,Jun,4,15:51:47,localhost,fprintd, ** Message: D-Bus service launched with name: net.reactivated.Fprint,E12,** Message: D-Bus service launched with name: net.reactivated.Fprint,[]
9067,Jun,4,15:51:47,localhost,fprintd, ** Message: entering main loop,E13,** Message: entering main loop,[]
9068,Jun,4,15:52:17,localhost,fprintd," ** Message: No devices in use, exit",E14,"** Message: No devices in use, exit",[]
9069,Jun,4,15:52:33,localhost,dbus[644], [system] Activating via systemd: service name='net.reactivated.Fprint' unit='fprintd.service',E9,[system] Activating via systemd: service <*> <*>,[]
9070,Jun,4,15:52:33,localhost,dbus[644], [system] Successfully activated service 'net.reactivated.Fprint',E10,[system] Successfully activated service <*>,[]
9071,Jun,4,15:52:33,localhost,fprintd, Launching FprintObject,E11,Launching FprintObject,[]
9072,Jun,4,15:52:33,localhost,fprintd, ** Message: D-Bus service launched with name: net.reactivated.Fprint,E12,** Message: D-Bus service launched with name: net.reactivated.Fprint,[]
9073,Jun,4,15:52:33,localhost,fprintd, ** Message: entering main loop,E13,** Message: entering main loop,[]
9074,Jun,4,15:53:04,localhost,fprintd," ** Message: No devices in use, exit",E14,"** Message: No devices in use, exit",[]
9075,Jun,4,15:53:27,localhost,dbus[644], [system] Activating via systemd: service name='net.reactivated.Fprint' unit='fprintd.service',E9,[system] Activating via systemd: service <*> <*>,[]
9076,Jun,4,15:53:27,localhost,dbus[644], [system] Successfully activated service 'net.reactivated.Fprint',E10,[system] Successfully activated service <*>,[]
9077,Jun,4,15:53:27,localhost,fprintd, Launching FprintObject,E11,Launching FprintObject,[]
9078,Jun,4,15:53:27,localhost,fprintd, ** Message: D-Bus service launched with name: net.reactivated.Fprint,E12,** Message: D-Bus service launched with name: net.reactivated.Fprint,[]
9079,Jun,4,15:53:27,localhost,fprintd, ** Message: entering main loop,E13,** Message: entering main loop,[]
9080,Jun,4,15:53:58,localhost,fprintd," ** Message: No devices in use, exit",E14,"** Message: No devices in use, exit",[]
9081,Jun,4,15:54:38,localhost,dbus[644], [system] Activating via systemd: service name='net.reactivated.Fprint' unit='fprintd.service',E9,[system] Activating via systemd: service <*> <*>,[]
9082,Jun,4,15:54:38,localhost,dbus[644], [system] Successfully activated service 'net.reactivated.Fprint',E10,[system] Successfully activated service <*>,[]
9083,Jun,4,15:54:38,localhost,fprintd, Launching FprintObject,E11,Launching FprintObject,[]
9084,Jun,4,15:54:38,localhost,fprintd, ** Message: D-Bus service launched with name: net.reactivated.Fprint,E12,** Message: D-Bus service launched with name: net.reactivated.Fprint,[]
9085,Jun,4,15:54:38,localhost,fprintd, ** Message: entering main loop,E13,** Message: entering main loop,[]
9086,Jun,4,15:55:09,localhost,fprintd," ** Message: No devices in use, exit",E14,"** Message: No devices in use, exit",[]
9087,Jun,4,15:55:48,localhost,dbus[644], [system] Activating via systemd: service name='net.reactivated.Fprint' unit='fprintd.service',E9,[system] Activating via systemd: service <*> <*>,[]
9088,Jun,4,15:55:48,localhost,dbus[644], [system] Successfully activated service 'net.reactivated.Fprint',E10,[system] Successfully activated service <*>,[]
9089,Jun,4,15:55:48,localhost,fprintd, Launching FprintObject,E11,Launching FprintObject,[]
9090,Jun,4,15:55:48,localhost,fprintd, ** Message: D-Bus service launched with name: net.reactivated.Fprint,E12,** Message: D-Bus service launched with name: net.reactivated.Fprint,[]
9091,Jun,4,15:55:48,localhost,fprintd, ** Message: entering main loop,E13,** Message: entering main loop,[]
9092,Jun,4,15:56:10,localhost,PackageKit, search-file transaction /35_daedbddb from uid 1000 finished with success after 179ms,E33,search-file transaction <*> from uid <*> finished with success after <*>,[]
9093,Jun,4,15:56:19,localhost,fprintd," ** Message: No devices in use, exit",E14,"** Message: No devices in use, exit",[]
9094,Jun,4,15:56:32,localhost,dbus[644], [system] Activating via systemd: service name='net.reactivated.Fprint' unit='fprintd.service',E9,[system] Activating via systemd: service <*> <*>,[]
9095,Jun,4,15:56:32,localhost,dbus[644], [system] Successfully activated service 'net.reactivated.Fprint',E10,[system] Successfully activated service <*>,[]
9096,Jun,4,15:56:32,localhost,fprintd, Launching FprintObject,E11,Launching FprintObject,[]
9097,Jun,4,15:56:32,localhost,fprintd, ** Message: D-Bus service launched with name: net.reactivated.Fprint,E12,** Message: D-Bus service launched with name: net.reactivated.Fprint,[]
9098,Jun,4,15:56:32,localhost,fprintd, ** Message: entering main loop,E13,** Message: entering main loop,[]
9099,Jun,4,15:57:03,localhost,fprintd," ** Message: No devices in use, exit",E14,"** Message: No devices in use, exit",[]
9100,Jun,4,15:58:10,localhost,dbus[644], [system] Activating via systemd: service name='net.reactivated.Fprint' unit='fprintd.service',E9,[system] Activating via systemd: service <*> <*>,[]
9101,Jun,4,15:58:10,localhost,dbus[644], [system] Successfully activated service 'net.reactivated.Fprint',E10,[system] Successfully activated service <*>,[]
9102,Jun,4,15:58:10,localhost,fprintd, Launching FprintObject,E11,Launching FprintObject,[]
9103,Jun,4,15:58:10,localhost,fprintd, ** Message: D-Bus service launched with name: net.reactivated.Fprint,E12,** Message: D-Bus service launched with name: net.reactivated.Fprint,[]
9104,Jun,4,15:58:10,localhost,fprintd, ** Message: entering main loop,E13,** Message: entering main loop,[]
9105,Jun,4,15:58:41,localhost,fprintd," ** Message: No devices in use, exit",E14,"** Message: No devices in use, exit",[]
9106,Jun,4,15:59:08,localhost,dhclient[3716], DHCPREQUEST on eno16777984 to 192.168.124.254 port 67 (xid=0x66c79997),E15,DHCPREQUEST on eno16777984 to <*> port 67 <*>,[]
9107,Jun,4,15:59:08,localhost,dhclient[3716], DHCPACK from 192.168.124.254 (xid=0x66c79997),E16,DHCPACK from <*> <*>,[]
9108,Jun,4,15:59:08,localhost,NetworkManager[663], <info>  (eno16777984): DHCPv4 state changed renew -> renew,E17,<info> (eno16777984): DHCPv4 state changed <*> -> <*>,"[' <info>', 'renew', '-> renew']"
9109,Jun,4,15:59:08,localhost,NetworkManager[663], <info>    address 192.168.124.130,E18,<info> address <*>,"[' <info>', '192.168.124.130']"
9110,Jun,4,15:59:08,localhost,NetworkManager[663], <info>    plen 24 (255.255.255.0),E19,<info> plen 24 (<*>),"[' <info>', '255.255.255.0']"
9111,Jun,4,15:59:08,localhost,NetworkManager[663], <info>    gateway 192.168.124.2,E20,<info> gateway <*>,"[' <info>', '192.168.124.2']"
9112,Jun,4,15:59:08,localhost,NetworkManager[663], <info>    server identifier 192.168.124.254,E21,<info> server identifier <*>,"[' <info>', '192.168.124.254']"
9113,Jun,4,15:59:08,localhost,NetworkManager[663], <info>    lease time 1800,E22,<info> lease time 1800,[' <info>']
9114,Jun,4,15:59:08,localhost,NetworkManager[663], <info>    nameserver '192.168.124.2',E23,<info> nameserver '<*>',"[' <info>', '192.168.124.2']"
9115,Jun,4,15:59:08,localhost,NetworkManager[663], <info>    domain name 'localdomain',E24,<info> domain name 'localdomain',[' <info>']
9116,Jun,4,15:59:08,localhost,dhclient[3716], bound to 192.168.124.130 -- renewal in 857 seconds.,E25,bound to <*> -- renewal in <*> seconds.,[]
9117,Jun,4,15:59:08,localhost,dbus[644], [system] Activating via systemd: service name='org.freedesktop.nm_dispatcher' unit='dbus-org.freedesktop.nm-dispatcher.service',E9,[system] Activating via systemd: service <*> <*>,[]
9118,Jun,4,15:59:08,localhost,dbus[644], [system] Successfully activated service 'org.freedesktop.nm_dispatcher',E10,[system] Successfully activated service <*>,[]
9119,Jun,4,15:59:08,localhost,nm-dispatcher, Dispatching action 'dhcp4-change' for eno16777984,E26,Dispatching action <*> for eno16777984,[]
9120,Jun,4,15:59:21,localhost,dbus[644], [system] Activating via systemd: service name='net.reactivated.Fprint' unit='fprintd.service',E9,[system] Activating via systemd: service <*> <*>,[]
9121,Jun,4,15:59:21,localhost,dbus[644], [system] Successfully activated service 'net.reactivated.Fprint',E10,[system] Successfully activated service <*>,[]
9122,Jun,4,15:59:21,localhost,fprintd, Launching FprintObject,E11,Launching FprintObject,[]
9123,Jun,4,15:59:21,localhost,fprintd, ** Message: D-Bus service launched with name: net.reactivated.Fprint,E12,** Message: D-Bus service launched with name: net.reactivated.Fprint,[]
9124,Jun,4,15:59:21,localhost,fprintd, ** Message: entering main loop,E13,** Message: entering main loop,[]
9125,Jun,4,15:59:52,localhost,fprintd," ** Message: No devices in use, exit",E14,"** Message: No devices in use, exit",[]
9126,Jun,4,16:01:01,localhost,systemd, Starting Paths.,E5,Starting <*>,[]
9127,Jun,4,16:01:01,localhost,systemd, Reached target Paths.,E6,Reached target <*>,[]
9128,Jun,4,16:01:01,localhost,systemd, Starting Timers.,E5,Starting <*>,[]
9129,Jun,4,16:01:01,localhost,systemd, Reached target Timers.,E6,Reached target <*>,[]
9130,Jun,4,16:01:01,localhost,systemd, Starting Sockets.,E5,Starting <*>,[]
9131,Jun,4,16:01:01,localhost,systemd, Reached target Sockets.,E6,Reached target <*>,[]
