epoch,lr,time,loss
0,3.125e-05,23:14:41,6.512786058279184
1,6.25e-05,23:14:44,6.504596783564641
2,0.000125,23:14:46,6.488256747906025
3,0.00025,23:14:47,6.44232992025522
4,0.0005,23:14:49,6.205535301795373
5,0.001,23:14:50,5.472929954528809
6,0.001,23:14:52,5.117435602041391
7,0.001,23:14:53,4.970549546755278
8,0.001,23:14:54,4.8477157446054315
9,0.001,23:14:55,4.746889407818134
10,0.001,23:14:56,4.669861793518066
11,0.001,23:14:57,4.6054499332721415
12,0.001,23:14:58,4.528266246502216
13,0.001,23:14:59,4.466456449948824
14,0.001,23:15:01,4.405189257401687
15,0.001,23:15:02,4.343902551210844
16,0.001,23:15:03,4.294534096351037
17,0.001,23:15:04,4.246929682218111
18,0.001,23:15:05,4.197714182046743
19,0.001,23:15:06,4.151422463930571
20,0.001,23:15:08,4.089369737184965
21,0.001,23:15:09,4.030125984778771
22,0.001,23:15:10,3.966635905779325
23,0.001,23:15:11,3.8991773311908426
24,0.001,23:15:13,3.8149614884303165
25,0.001,23:15:14,3.7394431921151967
26,0.001,23:15:15,3.6740560164818397
27,0.001,23:15:16,3.6339569825392504
28,0.001,23:15:17,3.5692523442781887
29,0.001,23:15:19,3.5034723648658166
30,0.001,23:15:20,3.4361712565788856
31,0.001,23:15:21,3.3830756224118748
32,0.001,23:15:23,3.32555890083313
33,0.001,23:15:24,3.266004672417274
34,0.001,23:15:25,3.2142556447249193
35,0.001,23:15:26,3.1583157869485707
36,0.001,23:15:28,3.0996576639322133
37,0.001,23:15:29,3.057404536467332
38,0.001,23:15:30,3.0103927575624905
39,0.001,23:15:31,2.9849245181450477
40,0.001,23:15:32,2.94432755616995
41,0.001,23:15:34,2.894738270686223
42,0.001,23:15:35,2.8635528087615967
43,0.001,23:15:36,2.8392789914057803
44,0.001,23:15:37,2.8154570689568152
45,0.001,23:15:38,2.792216447683481
46,0.001,23:15:40,2.747261927678035
47,0.001,23:15:41,2.7097131655766415
48,0.001,23:15:42,2.681701054939857
49,0.001,23:15:43,2.6577541461357703
50,0.001,23:15:44,2.6245766236231876
51,0.001,23:15:45,2.612164717454177
52,0.001,23:15:47,2.5864477707789493
53,0.001,23:15:48,2.560991855768057
54,0.001,23:15:49,2.529245449946477
55,0.001,23:15:50,2.506832086122953
56,0.001,23:15:51,2.4936988903925967
57,0.001,23:15:53,2.477958110662607
58,0.001,23:15:54,2.44420678798969
59,0.001,23:15:55,2.441402765420767
60,0.001,23:15:56,2.432115463110117
61,0.001,23:15:57,2.3944451808929443
62,0.001,23:15:59,2.360146064024705
63,0.001,23:16:00,2.337741888486422
64,0.001,23:16:01,2.334941002038809
65,0.001,23:16:02,2.326306618176974
66,0.001,23:16:04,2.316568814791166
67,0.001,23:16:05,2.2893568735856276
68,0.001,23:16:06,2.3422846610729513
69,0.001,23:16:07,2.3851577318631687
70,0.001,23:16:08,2.296365976333618
71,0.001,23:16:10,2.260489060328557
72,0.001,23:16:11,2.2373500970693736
73,0.001,23:16:12,2.214867280079768
74,0.001,23:16:13,2.198470794237577
75,0.001,23:16:14,2.1780859507047214
76,0.001,23:16:16,2.150882280789889
77,0.001,23:16:17,2.145113779948308
78,0.001,23:16:18,2.129801658483652
79,0.001,23:16:19,2.1298387417426476
80,0.001,23:16:20,2.192515281530527
81,0.001,23:16:22,2.1467483777266283
82,0.001,23:16:23,2.0951980810899
83,0.001,23:16:24,2.0789681581350474
84,0.001,23:16:25,2.0603051827504086
85,0.001,23:16:27,2.0404658776063185
86,0.001,23:16:28,2.0309002307745128
87,0.001,23:16:29,2.0304544063714833
88,0.001,23:16:30,2.032138494344858
89,0.001,23:16:32,2.0130385160446167
90,0.001,23:16:33,1.9960893851060133
91,0.001,23:16:34,1.977881880906912
92,0.001,23:16:35,1.962678835942195
93,0.001,23:16:36,1.9496130759899433
94,0.001,23:16:38,1.9429220511363103
95,0.001,23:16:39,1.92604438158182
96,0.001,23:16:40,1.9167486337515025
97,0.001,23:16:41,1.918332310823294
98,0.001,23:16:43,1.9124019237665029
99,0.001,23:16:44,1.90393512065594
100,0.001,23:16:45,1.873213951404278
101,0.001,23:16:47,1.8703716168036828
102,0.001,23:16:48,1.856971685702984
103,0.001,23:16:49,1.8538813132506151
104,0.001,23:16:50,1.9622255838834322
105,0.001,23:16:51,1.8947415260168223
106,0.001,23:16:53,1.8401827720495372
107,0.001,23:16:54,1.8250407897509062
108,0.001,23:16:55,1.8042891942537749
109,0.001,23:16:56,1.835768727155832
110,0.001,23:16:58,1.823852117245014
111,0.001,23:16:59,1.7870142276470478
112,0.001,23:17:00,1.7722837466460009
113,0.001,23:17:01,1.7565612701269298
114,0.001,23:17:02,1.7474356522926917
115,0.001,23:17:04,1.735591356570904
116,0.001,23:17:05,1.7298489258839533
117,0.001,23:17:06,1.7193759312996497
118,0.001,23:17:07,1.7150855431189904
119,0.001,23:17:09,1.7073775621560903
120,0.001,23:17:10,1.6981638394869292
121,0.001,23:17:11,1.771738079878
122,0.001,23:17:12,1.69753059057089
123,0.001,23:17:13,1.6834458021017222
124,0.001,23:17:15,1.663531285065871
125,0.001,23:17:16,1.6515480555020845
126,0.001,23:17:17,1.6490662281329815
127,0.001,23:17:18,1.6389200320610633
128,0.001,23:17:20,1.6393182002581084
129,0.001,23:17:21,1.628358345765334
130,0.001,23:17:22,1.616557634793795
131,0.001,23:17:23,1.6149396071067224
132,0.001,23:17:24,1.606279263129601
133,0.001,23:17:26,1.5955795324765718
134,0.001,23:17:27,1.5923060912352343
135,0.001,23:17:28,1.5830108844316924
136,0.001,23:17:29,1.578910882656391
137,0.001,23:17:30,1.5662761559853187
138,0.001,23:17:32,1.5629545908707838
139,0.001,23:17:33,1.562329888343811
140,0.001,23:17:34,1.5951424195216253
141,0.001,23:17:35,1.5588191839364858
142,0.001,23:17:36,1.5636789523638213
143,0.001,23:17:38,1.5942989220986
144,0.001,23:17:39,1.6018183598151574
145,0.001,23:17:40,1.5603986428334162
146,0.001,23:17:41,1.5439950961333055
147,0.001,23:17:43,1.537228483420152
148,0.001,23:17:44,1.5256660259686983
149,0.001,23:17:45,1.514706327364995
150,0.001,23:17:46,1.5009324917426476
151,0.001,23:17:48,1.493062973022461
